store_name,address,sido,gugun,win1,latest_round,latest_date
NICE,서울 강동구 성내로6길 40 1층,서울,강동구,1,1056,2023-02-25
경복식품,"서울 동대문구 무학로 189,(용두동)",서울,동대문구,1,1056,2023-02-25
원흥로또앤호밀호두,경기 고양시 덕양구 삼송로 12 102호,경기,고양시,1,1056,2023-02-25
1등 터,경기 김포시 양곡2로30번길 7-7 3호,경기,김포시,1,1056,2023-02-25
북부슈퍼,"경기 의정부시 가능로125번길 22,(의정부동)",경기,의정부시,1,1056,2023-02-25
천하명당복권방제일점,경남 창원시 마산합포구 중앙북2길 8 1층,경남,창원시,1,1056,2023-02-25
소라복권방,전북 익산시 인북로 327-4,전북,익산시,1,1055,2023-02-18
노다지복권방,인천 부평구 이규보로 137-1 1층,인천,부평구,1,1054,2023-02-11
행운복권방,충북 청주시 상당구 상당로 186,충북,청주시,1,1054,2023-02-11
다음정보텔레콤,경남 진주시 평거로9번길 18 1층 2호,경남,진주시,1,1054,2023-02-11
피터팬,경남 창원시 진해구 웅동로 76 1호 복권판매점,경남,창원시,1,1054,2023-02-11
태전강북로또복권판매점,대구 북구 칠곡중앙대로 273 1층,대구,북구,1,1053,2023-02-04
스카이25,대전 서구 둔산중로 40 리치빌빌딩117호,대전,서구,1,1053,2023-02-04
씨유 진건용정공단점,경기 남양주시 독정로성지2길 13,경기,남양주시,1,1053,2023-02-04
제일복권,부산 서구 충무대로255번길 9 충무쇼핑1층,부산,서구,1,1052,2023-01-28
하프타임 과정로,"부산 수영구 과정로 42,(망미동)",부산,수영구,1,1052,2023-01-28
복권방,대전 동구 대전로 799,대전,동구,1,1052,2023-01-28
수 로또 대박점,인천 서구 석남로 78 1층,인천,서구,1,1051,2023-01-21
진 복권방,경기 포천시 송우로 55-5 101호 성조빌딩,경기,포천시,1,1051,2023-01-21
복앤돈복권방,충북 충주시 충원대로 1528 103호,충북,충주시,1,1051,2023-01-21
씨유 남해 현대점,경남 남해군 화전로 60,경남,남해군,1,1051,2023-01-21
행운드림복권방,서울 동대문구 천호대로69길 12 골든메카,서울,동대문구,1,1050,2023-01-14
복권명당,대구 동구 동촌로 36,대구,동구,1,1050,2023-01-14
복권천국,대구 북구 관음중앙로25길 3,대구,북구,1,1050,2023-01-14
행운마트,인천 동구 송림로 71-1,인천,동구,1,1050,2023-01-14
로또방,충북 증평군 중앙로 176,충북,증평군,1,1050,2023-01-14
성호하우징,서울 서대문구 증가로 53 1층,서울,서대문구,1,1049,2023-01-07
로또대박,부산 북구 금곡대로 270 상가동 110호,부산,북구,1,1049,2023-01-07
럭키로또,경기 이천시 이섭대천로 1226 1층,경기,이천시,1,1049,2023-01-07
로또판매점,경남 거제시 중곡로3길 46 1층,경남,거제시,1,1049,2023-01-07
나래전산,부산 부산진구 전포대로 294 101호,부산,부산진구,1,1048,2022-12-31
상록로또,인천 계양구 장제로 718 상록메디컬센터,인천,계양구,1,1048,2022-12-31
광주도서유통,광주 남구 봉선1로 79 북소리,광주,남구,1,1048,2022-12-31
씨유(CU)화목화성점,광주 서구 쌍촌로 29 CU편의점내,광주,서구,1,1048,2022-12-31
로또복권명성,경기 구리시 검배로72번길 11-4 1층,경기,구리시,1,1048,2022-12-31
단비,경기 시흥시 다솜마을2길 1 상가101호,경기,시흥시,1,1048,2022-12-31
금손로또방,경기 의정부시 시민로121번길 34-5 1층(의정부동),경기,의정부시,1,1048,2022-12-31
복권소매,서울 금천구 가산로5길 77 1층,서울,금천구,1,1047,2022-12-24
벼락부자복권,대구 달서구 죽전길 149 1층 복권방,대구,달서구,1,1047,2022-12-24
세민,경기 부천시 중동로 147 1층,경기,부천시,1,1047,2022-12-24
로또판매점,"경북 상주시 상서문로 59,(남성동)",경북,상주시,1,1047,2022-12-24
행운복권,경남 사천시 새시장길 12,경남,사천시,1,1047,2022-12-24
아킬복권,인천 부평구 부영로 4 1층,인천,부평구,1,1046,2022-12-17
행복복권방,경기 성남시 수정구 성남대로1250번길 9-1 1층 (태평동),경기,성남시,1,1046,2022-12-17
세븐일레븐용인남사점,경기 용인시 처인구 어진로 571,경기,용인시,1,1046,2022-12-17
과자종합상사,서울 구로구 경인로33길 82,서울,구로구,1,1045,2022-12-10
로또복권,대구 달성군 현풍중앙로 21 세븐일레븐 내,대구,달성군,1,1045,2022-12-10
노다지복권방,대전 대덕구 신탄진로 211,대전,대덕구,1,1045,2022-12-10
사랑복권방,경기 시흥시 장현능곡로 155 지하1층 B1055호,경기,시흥시,1,1045,2022-12-10
동행복권,경기 양주시 독바위로 79-13 c동 10호,경기,양주시,1,1045,2022-12-10
역전휴게마트,"광주 북구 무등로 240,(중흥동)",광주,북구,1,1044,2022-12-03
복권판매점,대전 서구 계백로 1153 지산프리지엄빌딩111호,대전,서구,1,1044,2022-12-03
방이로또,서울 송파구 가락로 245 1층,서울,송파구,1,1043,2022-11-26
세븐일레븐 인천효성점,인천 계양구 안남로 551,인천,계양구,1,1043,2022-11-26
행복마트,경북 김천시 혁신로 185 메타폴리스 메타폴리스상가 120호,경북,김천시,1,1043,2022-11-26
신라슈퍼,경북 포항시 남구 일월로 112,경북,포항시,1,1043,2022-11-26
복권판매점,인천 남동구 문화로 113 1층,인천,남동구,1,1042,2022-11-19
백령로또,인천 옹진군 백령로278번길 18,인천,옹진군,1,1042,2022-11-19
CU행운로또 세종디펠리체점,세종 나성북1로 22 CU편의점,세종,세종시,1,1041,2022-11-12
로또도곡점,경기 남양주시 덕소로 277 1층 복권판매점,경기,남양주시,1,1041,2022-11-12
1등복권방,"경기 성남시 분당구 미금로 45 117호 (구미동, 진도훼미리프라자)",경기,성남시,1,1041,2022-11-12
와이케이복권방,경기 용인시 수지구 광교중앙로 297 디동 107호,경기,용인시,1,1041,2022-11-12
송산로또천하,경기 화성시 송산포도로 82 제A동 5호,경기,화성시,1,1041,2022-11-12
당첨로또,부산 동구 범일로90번길 6-1 1층,부산,동구,1,1039,2022-10-29
이마트24망상해변점,"강원 동해시 동해대로 6270-20 1층 118호, 이마트24망상해변점",강원,동해시,1,1038,2022-10-22
킹로또,제주 제주시 아란4길 85-5 1층,제주,제주시,1,1038,2022-10-22
로또 명당,대구 동구 화랑로75길 69,대구,동구,1,1037,2022-10-15
몽키버블티,경기 군포시 고산로250번길 27 1층 일부호(당동),경기,군포시,1,1037,2022-10-15
로또복권합정점,경기 평택시 중앙로 176 127호 평택합정 SK뷰 주상복합,경기,평택시,1,1037,2022-10-15
토큰박스,서울 동대문구 이문로 93 민족통일MJ캠퍼스외대 외대앞 버스정류장,서울,동대문구,1,1036,2022-10-08
동양마트일곡점,광주 북구 일곡마을로 55 현대아파트 2차상가 102-2호,광주,북구,1,1036,2022-10-08
명성복권마트,충남 계룡시 장안로 66,충남,계룡시,1,1036,2022-10-08
비디오 채널4,경남 진주시 동진로 220,경남,진주시,1,1036,2022-10-08
무량복권,대구 수성구 시지로 37 1층 동편상가,대구,수성구,1,1035,2022-10-01
동원인테리어,인천 미추홀구 경인로 213-4,인천,미추홀구,1,1035,2022-10-01
복권명당,인천 서구 봉오재3로 104 엔시티타워2차 1층 115호,인천,서구,1,1035,2022-10-01
황금복권판매점,경기 성남시 중원구 산성대로582번길 2 1층일부 (은행동),경기,성남시,1,1035,2022-10-01
LG슈퍼,인천 연수구 함박로12번길 24 1층,인천,연수구,1,1034,2022-09-24
강경복권방,"충남 논산시 강경읍 계백로 126-1,(대흥리)",충남,논산시,1,1034,2022-09-24
스타복권,전남 목포시 고하대로 688-1 1층,전남,목포시,1,1034,2022-09-24
복권왕국,인천 부평구 경인로 931,인천,부평구,1,1033,2022-09-17
세븐일레븐 천안메르디앙점,충남 천안시 서북구 성정공원5로 30 105호(세븐일레븐),충남,천안시,1,1033,2022-09-17
미니스톱 새법조타운점,부산 연제구 법원로16번길 10 금복빌딩,부산,연제구,1,1032,2022-09-10
복권명당(광주시청점),경기 광주시 회안대로 900 로얄프라자 115호,경기,광주시,1,1032,2022-09-10
대박천국,전북 군산시 가도로 217 다모아,전북,군산시,1,1032,2022-09-10
코아복권판매점,전북 전주시 완산구 팔달로 252,전북,전주시,1,1032,2022-09-10
삼육오상사,서울 동대문구 홍릉로 67 1층우측(청량리동),서울,동대문구,1,1031,2022-09-03
후레쉬슈퍼,경기 부천시 부천로 80 풍산메디칼프라자 101호,경기,부천시,1,1031,2022-09-03
로또 휴게,제주 제주시 연삼로 626,제주,제주시,1,1031,2022-09-03
대박복권방,"대구 북구 옥산로 53,(노원동1가)",대구,북구,1,1030,2022-08-27
인생로또,울산 북구 천곡남로 33 삼성코아루상가내,울산,북구,1,1030,2022-08-27
동행복권 진해신항점,경남 창원시 진해구 신항4로 47-26 111호(마린타워),경남,창원시,1,1030,2022-08-27
씨유 장기파랑새점,대구 달서구 용산로 63-1 1층 CU편의점,대구,달서구,1,1029,2022-08-20
가평로또방,경기 가평군 석봉로 240 스마트빌딩 1층,경기,가평군,1,1029,2022-08-20
오성할인마트,"서울 도봉구 도봉로 505,(쌍문동)",서울,도봉구,1,1028,2022-08-13
대지사,서울 성동구 왕십리로 362,서울,성동구,1,1028,2022-08-13
더디씨 신월점,서울 양천구 남부순환로 516,서울,양천구,1,1028,2022-08-13
GS25(명륜성대점),서울 종로구 명륜길 2,서울,종로구,1,1028,2022-08-13
루이방,경기 과천시 중앙로 135-1,경기,과천시,1,1028,2022-08-13
로또스테이션,경기 안산시 단원구 선부광장1로 81 주공15단지아파트 상가동 108호(선부동1080-2),경기,안산시,1,1028,2022-08-13
한솔제지 오거리로또,충남 천안시 동남구 행정길 9 오리사냥,충남,천안시,1,1028,2022-08-13
골든티켓,인천 남동구 만수서로 23 101호,인천,남동구,1,1027,2022-08-06
나눔로또판매점희망엄사점,충남 계룡시 엄사중앙로 11,충남,계룡시,1,1027,2022-08-06
큰별복권판매점,충남 논산시 중앙로 318,충남,논산시,1,1027,2022-08-06
부안복권방,전북 부안군 부안읍 번영로 135,전북,부안군,1,1027,2022-08-06
럭키,경남 진주시 하대로 138 상가동 103호,경남,진주시,1,1027,2022-08-06
GS25궁동상지점,서울 구로구 부일로15길 29,서울,구로구,1,1026,2022-07-30
금정복권방,서울 도봉구 해등로 168 1층,서울,도봉구,1,1026,2022-07-30
지엘복권 및 위로마트,경기 김포시 김포한강4로 571 1층 110호,경기,김포시,1,1026,2022-07-30
천운,"경기 의정부시 문충로 110 ,106호(고산동,백봉프라자)",경기,의정부시,1,1026,2022-07-30
복권하우스,경기 평택시 송탄로 369-1 1층,경기,평택시,1,1026,2022-07-30
삼팔로또,충남 서천군 서천읍 충절로 34,충남,서천군,1,1026,2022-07-30
오늘또로또,경기 이천시 중앙로 92 1층 101호,경기,이천시,1,1025,2022-07-23
복권나라,충북 제천시 청풍호로 52 1층,충북,제천시,1,1025,2022-07-23
CU(남가좌현대점),서울 서대문구 가재울로 46,서울,서대문구,1,1024,2022-07-16
희망복권,경기 시흥시 월곶중앙로14번길 68 1동 104호,경기,시흥시,1,1024,2022-07-16
광장하이퍼,서울 구로구 경인로53길 15 중앙유통단지C-05,서울,구로구,1,1023,2022-07-09
아이마트,대전 서구 둔산로 230,대전,서구,1,1023,2022-07-09
복권판매점,전남 광양시 용강로 35,전남,광양시,1,1023,2022-07-09
돈방석(로또),경남 사천시 사천대로 1791,경남,사천시,1,1023,2022-07-09
텀브커피왜관점 로또명당,경북 칠곡군 중앙로 95 1층 커피&로또명당,경북,칠곡군,1,1022,2022-07-02
야단법석,대구 북구 호암로 20 123동112호(성광우방상가 내),대구,북구,1,1021,2022-06-25
오복로또,충남 부여군 성흥로 178,충남,부여군,1,1021,2022-06-25
불타는복권,경북 영주시 기주로 84,경북,영주시,1,1021,2022-06-25
고덕로또복권,서울 강동구 상일로15길 18 1층,서울,강동구,1,1020,2022-06-18
복권 아이스크림,서울 송파구 위례광장로 188 101호,서울,송파구,1,1020,2022-06-18
을지상회,서울 중구 장충단로13길 43 동화연쇄상가1층특3,서울,중구,1,1020,2022-06-18
이마트24침산명성점,대구 북구 침산로 153 명성푸르지오 상가 103동 B2호,대구,북구,1,1020,2022-06-18
포유25다농점,경기 오산시 운천로 80-5 거성그린프라자114호,경기,오산시,1,1020,2022-06-18
민속촌삼거리 행운복권방,경기 용인시 기흥구 용구대로 1869,경기,용인시,1,1020,2022-06-18
장수복권,서울 관악구 난곡로 223 1층,서울,관악구,1,1019,2022-06-11
우리마트,서울 중구 창경궁로 11,서울,중구,1,1019,2022-06-11
로또명당,인천 남동구 호구포로 874,인천,남동구,1,1019,2022-06-11
무판안경시청점,울산 남구 중앙로 210-1,울산,남구,1,1019,2022-06-11
광명24시편의점,울산 동구 방어진순환도로 945,울산,동구,1,1019,2022-06-11
경은 로또 판매점,울산 중구 태화로 37 1층,울산,중구,1,1019,2022-06-11
다정로또복권,세종 다정중앙로 52,세종,세종시,1,1019,2022-06-11
대박복권판매점,경기 김포시 김포한강11로140번길 8-12 102호,경기,김포시,1,1019,2022-06-11
팡팡마트,경기 남양주시 진건오남로522번길 3 102호,경기,남양주시,1,1019,2022-06-11
또와또복권,경기 성남시 수정구 수정로 215 왼쪽2호 (태평동),경기,성남시,1,1019,2022-06-11
크로바쉼터,경기 성남시 수정구 대왕판교로 1289 1층 5호,경기,성남시,1,1019,2022-06-11
따따블 대박로또,경기 시흥시 서울대학로278번길 26 109호,경기,시흥시,1,1019,2022-06-11
대박로또,경기 용인시 기흥구 신갈로 32,경기,용인시,1,1019,2022-06-11
드림 복권방,경기 화성시 효행로 216 1층,경기,화성시,1,1019,2022-06-11
황금복권방,강원 인제군 인제로 232,강원,인제군,1,1019,2022-06-11
사내로또,강원 화천군 문화마을1길 113 1층,강원,화천군,1,1019,2022-06-11
남원복권방,전북 남원시 남문로 414,전북,남원시,1,1019,2022-06-11
복받는날,경북 포항시 북구 삼흥로 64,경북,포항시,1,1019,2022-06-11
대박복권방,서울 구로구 개봉로17길 18,서울,구로구,1,1017,2022-05-28
로또판매점,경기 김포시 김포한강2로 208 고창마을케이시시스위첸아파트 스웨첸아파트상가1동101호씨유kcc점,경기,김포시,1,1017,2022-05-28
국영슈퍼,충남 아산시 시민로 366,충남,아산시,1,1016,2022-05-21
고현시장만남의광장복권방,경남 거제시 거제중앙로19길 8 102호,경남,거제시,1,1016,2022-05-21
호박넝쿨복권방,경남 김해시 여래로20번길 50-7 103호,경남,김해시,1,1016,2022-05-21
돈방석,경기 수원시 장안구 송정로 170 1층 101호(조원동),경기,수원시,1,1015,2022-05-14
가로판매점,서울 용산구 한강대로 114 신용산역 1번출구앞 가판,서울,용산구,1,1014,2022-05-07
행운플러스,전북 전주시 덕진구 송천로 1,전북,전주시,1,1014,2022-05-07
삼성마트,서울 강남구 선릉로 628,서울,강남구,1,1013,2022-04-30
노다지,서울 동대문구 한천로 55,서울,동대문구,1,1012,2022-04-23
종국이두마리치킨불로점,대구 동구 팔공로30길 6,대구,동구,1,1012,2022-04-23
이마트24 대구북구매천점,대구 북구 매전로4길 22 1층(매천동),대구,북구,1,1012,2022-04-23
명당로또,울산 남구 팔등로 65,울산,남구,1,1012,2022-04-23
로또복권판매점,전북 남원시 가방뜰길 57 금동휴먼시아 상가,전북,남원시,1,1012,2022-04-23
지에스(GS)25대전코젤점,대전 유성구 계백로 927 코젤병원 1층 GS25편의점,대전,유성구,1,1011,2022-04-16
복권나라,경기 수원시 장안구 장안로 288 수단란주점 1층,경기,수원시,1,1011,2022-04-16
J마트,경기 안양시 만안구 안양로 145-1,경기,안양시,1,1011,2022-04-16
돈벼락맞는곳,경남 김해시 김해대로 2793 복권판매점,경남,김해시,1,1011,2022-04-16
희망슈퍼,경남 창원시 의창구 원이대로279번길 17,경남,창원시,1,1011,2022-04-16
대박복권방,경북 구미시 인동36길 34,경북,구미시,1,1010,2022-04-09
억만금로또복권,경남 사천시 주공로 60 용강현대아파트 현대상가 1동 101호,경남,사천시,1,1010,2022-04-09
토스터리 아리울,부산 동구 중앙대로286번길 3-1,부산,동구,1,1009,2022-04-02
행운복권방,부산 부산진구 냉정로 273,부산,부산진구,1,1009,2022-04-02
일등복권,"경기 성남시 분당구 성남대로331번길 3-3 110호 (정자동, 젤존타워3)",경기,성남시,1,1009,2022-04-02
비나리,경기 수원시 권선구 금호로 67 (금곡동),경기,수원시,1,1009,2022-04-02
서부역지점,경기 평택시 원평로 55 1층,경기,평택시,1,1009,2022-04-02
향남복권,경기 화성시 행정서로1길 30,경기,화성시,1,1009,2022-04-02
거두리복권방,강원 춘천시 거두택지길 25 부영아파트 부영아파트제상가1-102호,강원,춘천시,1,1009,2022-04-02
황금손복권판매점,전북 전주시 완산구 어은로 9 1층,전북,전주시,1,1009,2022-04-02
파워할인마트,경북 김천시 자산로 44-2 1층 파워할인마트내,경북,김천시,1,1009,2022-04-02
포이로또방,서울 강남구 개포로22길 19 1층,서울,강남구,1,1008,2022-03-26
현대슈퍼,"서울 중랑구 봉우재로 203-1,(망우동)",서울,중랑구,1,1008,2022-03-26
드림월드복권,인천 남동구 만수로27번길 3,인천,남동구,1,1008,2022-03-26
현대25시편의점,경기 고양시 일산서구 경의로 914,경기,고양시,1,1008,2022-03-26
노형로또마트,제주 제주시 수덕로 6,제주,제주시,1,1008,2022-03-26
소울로또,서울 강동구 진황도로 119,서울,강동구,1,1007,2022-03-19
로또명당 이천쌀유통,인천 부평구 광장로 34 1층,인천,부평구,1,1007,2022-03-19
다판다25 일광푸르지오점,부산 기장군 해빛로 39-32,부산,기장군,1,1006,2022-03-12
종로복권,인천 서구 검단로 519 종로문고,인천,서구,1,1006,2022-03-12
로또랑 슈퍼랑,경기 고양시 일산동구 고양대로 739 1층 108호,경기,고양시,1,1006,2022-03-12
지니로또복권방,경기 오산시 대호로 70,경기,오산시,1,1006,2022-03-12
로또복권,경남 창원시 의창구 원이대로69번길 24-4 1층 103호 태경동태탕,경남,창원시,1,1006,2022-03-12
대박신화로또판매점,인천 미추홀구 인하로 267 1층,인천,미추홀구,1,1005,2022-03-05
이전유통,경기 고양시 일산동구 호수로446번길 54 1층,경기,고양시,1,1005,2022-03-05
도깨비복권방,전북 군산시 문화로 29,전북,군산시,1,1005,2022-03-05
금손복권,서울 마포구 새창로 22 1층(도화동),서울,마포구,1,1004,2022-02-26
대박로또,충남 당진시 서해로 6869,충남,당진시,1,1004,2022-02-26
포시즌마트 빛가람희망로또,전남 나주시 그린로 351 110호 포시즌마트,전남,나주시,1,1004,2022-02-26
로또월드,경북 성주군 성주순환로 113 1층 창민전기,경북,성주군,1,1004,2022-02-26
노다지복권방,인천 연수구 앵고개로 256,인천,연수구,1,1003,2022-02-19
떳다복권방,전북 군산시 조촌로 90,전북,군산시,1,1003,2022-02-19
복권판매점,경기 성남시 수정구 남문로77번길 13-1 1층,경기,성남시,1,1002,2022-02-12
에이데이마트,전남 목포시 백년대로375번길 42 에이데이마트,전남,목포시,1,1002,2022-02-12
복권백화점,서울 은평구 연서로29길 7-2 1층,서울,은평구,1,1001,2022-02-05
대박복권방,경기 남양주시 맷돌로 118 중흥프라자101호,경기,남양주시,1,1001,2022-02-05
월산리주고받는로또,경기 남양주시 경춘로 2244 1층 CU내,경기,남양주시,1,1001,2022-02-05
소망로또,경기 의정부시 평화로 176,경기,의정부시,1,1001,2022-02-05
법원로또,강원 원주시 무실로 300 원주무실8단지엘에이치아파트 상가 101호,강원,원주시,1,1001,2022-02-05
로또백화점 홍은점,서울 서대문구 세검정로 99-1 1층 좌측,서울,서대문구,1,1000,2022-01-29
티에스네트웍스,"서울 영등포구 신길로28길 9 상가동 B2층 00006호(신길동, 힐스테이트클래시안)",서울,영등포구,1,1000,2022-01-29
서면로또,부산 부산진구 중앙대로680번가길 55-5,부산,부산진구,1,1000,2022-01-29
와우복권방,대전 중구 평촌로 94-1,대전,중구,1,1000,2022-01-29
웃는로또방,경기 고양시 덕양구 토당로 102,경기,고양시,1,1000,2022-01-29
강선복권,경기 고양시 일산서구 중앙로 1376 한양상가 1층 8호,경기,고양시,1,1000,2022-01-29
올웨이즈,경기 군포시 산본로 378 산본사이버텔 사이버텔109호,경기,군포시,1,1000,2022-01-29
행운 아이스크림 판매점,경기 부천시 부일로 434-1 1층,경기,부천시,1,1000,2022-01-29
동탄복합문화센터복권판매점,경기 화성시 동탄순환대로 725 106호,경기,화성시,1,1000,2022-01-29
더블로또,강원 양구군 양구새싹로 22 1층 GS25,강원,양구군,1,1000,2022-01-29
케이(k)복권방,부산 사하구 장평로 300,부산,사하구,1,999,2022-01-22
부산슈퍼,부산 중구 흑교로31번길 13,부산,중구,1,999,2022-01-22
나눔로또,"경기 화성시 상신하길로274번길 21 서봉마을사랑으로부영7단지아파트 상가1동 104,105,106호",경기,화성시,1,999,2022-01-22
전우사,강원 춘천시 금강로 44,강원,춘천시,1,999,2022-01-22
지오,경기 남양주시 금강로 1617 1층,경기,남양주시,1,998,2022-01-15
싹쓰리복권방,전북 전주시 완산구 솟대로 13,전북,전주시,1,998,2022-01-15
새론마트내로또복권,전남 순천시 북문5길 5 새론마트,전남,순천시,1,998,2022-01-15
폭스일레븐(창원점),경남 창원시 성산구 가양로136번길 14 대양빌딩102호,경남,창원시,1,998,2022-01-15
복다방,서울 성동구 동일로 135 1층 102호,서울,성동구,1,997,2022-01-08
대박로또복권,대구 동구 메디밸리로 5-21,대구,동구,1,997,2022-01-08
금강복권,경남 거제시 거제남서로 3239 금강오일뱅크,경남,거제시,1,997,2022-01-08
로또판매,서울 노원구 한글비석로15길 27,서울,노원구,1,996,2022-01-01
일등다방 복권판매점,인천 계양구 오조산로45번길 16 107호,인천,계양구,1,996,2022-01-01
행복드림로또,광주 광산구 왕버들로 265 1층 103-1호,광주,광산구,1,996,2022-01-01
대박나라행운잔치,경기 고양시 일산서구 일산로 593 백암빌딩101호,경기,고양시,1,996,2022-01-01
금나와라뚝딱,경기 용인시 처인구 지삼로 612,경기,용인시,1,996,2022-01-01
행운슈퍼,경기 평택시 서동대로 2623 1층,경기,평택시,1,996,2022-01-01
드림복권전문점,강원 춘천시 춘주로 195,강원,춘천시,1,996,2022-01-01
서산로또명당점,충남 서산시 서해로 3207 세븐일레븐편의점 옆,충남,서산시,1,996,2022-01-01
성호로또,전남 광양시 대림오성로 37 1층,전남,광양시,1,996,2022-01-01
삼호판매점,경남 양산시 서창로 176 복권판매점,경남,양산시,1,996,2022-01-01
찻잔에담긴행운,경기 남양주시 덕소로 125 나동 102호,경기,남양주시,1,995,2021-12-25
개미식품,서울 동작구 노량진로 110 건설상가 115호,서울,동작구,1,994,2021-12-18
드림,서울 서대문구 증가로 247 1층,서울,서대문구,1,994,2021-12-18
씨유 충효그린점,경북 경주시 충효녹지길 52 CU충효그린점,경북,경주시,1,994,2021-12-18
운수대통복권판매점,경남 거제시 능포로 108 동헌하이츠 102동 109호,경남,거제시,1,994,2021-12-18
행복을주는가게,제주 서귀포시 태평로 505 가나노블휘닉스 1층 세븐일레븐,제주,서귀포시,1,994,2021-12-18
일등대박복권,경기 화성시 효행로 1363,경기,화성시,1,993,2021-12-11
영광로또,충북 충주시 충청대로 2220-2 1층,충북,충주시,1,993,2021-12-11
세븐일레븐아산용화성지점,충남 아산시 시민로 292 성지빌딩 세븐일레븐 편의점내,충남,아산시,1,993,2021-12-11
위앤조이,충남 천안시 서북구 천안대로 1391,충남,천안시,1,993,2021-12-11
GS25(경산정평점),경북 경산시 강변서로51길 18,경북,경산시,1,993,2021-12-11
로또,서울 중구 퇴계로86길 42,서울,중구,1,992,2021-12-04
이마트24백석동문점,경기 고양시 일산동구 호수로 358-26 203동1층 101호,경기,고양시,1,992,2021-12-04
성공복권방,경기 여주시 청심로 96 장터마트 1층,경기,여주시,1,992,2021-12-04
명당로또복권판매점,경기 용인시 기흥구 구성2로 18-5 102호,경기,용인시,1,991,2021-11-27
로또판매점(무지개점),경북 포항시 남구 중앙로 110 중간 상가,경북,포항시,1,991,2021-11-27
황금대박점,대구 수성구 지범로 62 1층 복권판매점,대구,수성구,1,990,2021-11-20
세븐일레븐인천인하대점,인천 미추홀구 한나루로477번길 78,인천,미추홀구,1,990,2021-11-20
세븐일레븐 주안역 지하상가점,"인천 미추홀구 주안로 86 주안역지하도상가 28,29,46,47호",인천,미추홀구,1,990,2021-11-20
로또,경기 고양시 일산동구 무궁화로 20-18 101호,경기,고양시,1,990,2021-11-20
세븐일레븐 오산양산점 로또판매점,경기 오산시 양산로410번길 10 세븐일레븐,경기,오산시,1,990,2021-11-20
GS25송탄터미널점,경기 평택시 송탄로 412-1,경기,평택시,1,990,2021-11-20
로또픽,서울 양천구 지양로 62 1층 일부,서울,양천구,1,989,2021-11-13
태안로또명당,충남 태안군 샘골로 12-1 구)등대식관,충남,태안군,1,989,2021-11-13
GS25(수성시지점),대구 수성구 고산로18길 9,대구,수성구,1,988,2021-11-06
금손로또,경기 의왕시 부곡중앙남1길 37,경기,의왕시,1,988,2021-11-06
복드림로또복권방,경기 의왕시 부곡시장4길 17 1층,경기,의왕시,1,987,2021-10-30
남운유통,충북 충주시 애향로 40 1층,충북,충주시,1,987,2021-10-30
날개복권#,충남 서산시 율지5로 16,충남,서산시,1,986,2021-10-23
로또타운점,대전 대덕구 우암로 466,대전,대덕구,1,985,2021-10-16
로또판매 김포운양점,"경기 김포시 김포한강11로 276 풍경마을반도유보라아파트 718동 지1층 101호,풍경마을반도유보라아파트",경기,김포시,1,985,2021-10-16
마니마니 행복쇼핑,경남 고성군 남일로 411-3,경남,고성군,1,985,2021-10-16
재원마트,서울 성북구 종암로21길 81,서울,성북구,1,984,2021-10-09
가온공인중개사무소,인천 강화군 강화대로 294 (주)하늘환경 가온공인중개사,인천,강화군,1,984,2021-10-09
GS25(방이중앙점),서울 송파구 오금로11길 6,서울,송파구,1,983,2021-10-02
미화당슈퍼한신태화점,부산 사상구 낙동대로1210번길 53 한신괘법1차아파트상가,부산,사상구,1,983,2021-10-02
팡팡복권방,경남 창원시 성산구 신촌로 101,경남,창원시,1,983,2021-10-02
복권나라,경기 고양시 일산동구 하늘마을1로 9 104호,경기,고양시,1,982,2021-09-25
행운복권,경기 김포시 양도로19번길 7 가나프라자 105호,경기,김포시,1,982,2021-09-25
CU(옥산사랑점),경북 경산시 경산로40길 11,경북,경산시,1,982,2021-09-25
연남복권방,"서울 마포구 성미산로28길 25 1층 우측상가(연남동, 스퀘어일레븐)",서울,마포구,1,981,2021-09-18
샹제르망베어커리,광주 북구 능안로 27-1,광주,북구,1,981,2021-09-18
해피로또,경기 평택시 비전2로 121 103호,경기,평택시,1,981,2021-09-18
LG25시북부점 로또복권,경남 양산시 중앙로 133 가1-72-13,경남,양산시,1,981,2021-09-18
CU(원주무실대로점),강원 원주시 시청로 84 1층 CU편의점,강원,원주시,1,980,2021-09-11
한성로또복권,강원 정선군 고한9길 40,강원,정선군,1,980,2021-09-11
씨스페이스(구서제일점),부산 금정구 수림로66번길 100,부산,금정구,1,979,2021-09-04
연경복권,대구 북구 동화천로 190 상가113호(상가301동),대구,북구,1,979,2021-09-04
GS25(십정센터점),인천 부평구 열우물로 161 B동,인천,부평구,1,979,2021-09-04
행운로또복권방 봉명점,대전 유성구 계룡로74번길 20 리베라 아이누리,대전,유성구,1,979,2021-09-04
화수분 복권판매점,경기 동두천시 행선로 101 생연동,경기,동두천시,1,979,2021-09-04
21세기로또,충북 제천시 의림대로 234-2 1층,충북,제천시,1,979,2021-09-04
황금알로또,경기 안성시 미양로 653 1층 1호 미니스톱편의점,경기,안성시,1,978,2021-08-28
붐,경기 파주시 동패로63번길 48-15 101호,경기,파주시,1,977,2021-08-21
동명로또,경기 화성시 동탄기흥로257번나길 8-1 103호,경기,화성시,1,977,2021-08-21
