store_name,address,sido,gugun,win1,latest_round,latest_date
대박슈퍼,서울 강동구 올림픽로 800 1층 106호,서울,강동구,2,1092,2023-11-04
가야홀인원복권방,"경기 의정부시 체육로 306-14,(녹양동)",경기,의정부시,2,1091,2023-10-28
대한유통,울산 북구 박상진11로 1 1층112호,울산,북구,2,1089,2023-10-14
복권나라,강원 속초시 중앙로 28,강원,속초시,2,1088,2023-10-07
나눔로또 석촌점,서울 송파구 백제고분로27길 34 1층,서울,송파구,2,1087,2023-09-30
무지개상점,부산 해운대구 좌동로91번길 45,부산,해운대구,2,1087,2023-09-30
찬스센터,인천 남동구 남동대로370번길 114 동보아파트상가 상가동 1층 101호,인천,남동구,2,1087,2023-09-30
대박복권판매점,경기 고양시 덕양구 충장로 8 115호 일부,경기,고양시,2,1087,2023-09-30
드림복권방,"경기 의정부시 청사로5번길 8-17 1층 112호(신곡동,센타프라자)",경기,의정부시,2,1086,2023-09-23
삼성로또,인천 연수구 학나래로6번길 56,인천,연수구,2,1085,2023-09-16
천하명당복권방,경북 포항시 남구 중섬로 26,경북,포항시,2,1085,2023-09-16
가판대20호,서울 송파구 송파대로 365 석촌농협앞가판대20호,서울,송파구,2,1084,2023-09-09
동성당,서울 종로구 청계천로 261,서울,종로구,2,1083,2023-09-02
G마트,부산 북구 백양대로 1024,부산,북구,2,1083,2023-09-02
타임마트,대전 서구 동서대로 696 프라임빌딩2차 1층 102호,대전,서구,2,1083,2023-09-02
디딤슈퍼,경기 부천시 도약로 279,경기,부천시,2,1083,2023-09-02
심마니대박복권방,충북 충주시 국원대로 68,충북,충주시,2,1082,2023-08-26
드림복권방,인천 중구 인중로 97-1 삼익아파트,인천,중구,2,1079,2023-08-05
복권명당(이마트24 온천대로점),충남 아산시 곡교천로 161 101호,충남,아산시,2,1078,2023-07-29
좋은날 복권방,"전북 남원시 의총로 78 메이커스쿨,용남건재,용남삼베,대동지업사",전북,남원시,2,1077,2023-07-22
GS25(덕산제일점),경남 창원시 진해구 충장로 505,경남,창원시,2,1075,2023-07-08
로그인편의점,서울 성동구 천호대로 430 103호 로그인편의점,서울,성동구,2,1074,2023-07-01
제일복권,인천 동구 송림로162번길 10 B107,인천,동구,2,1074,2023-07-01
문구백화점,경기 광주시 중앙로 120,경기,광주시,2,1074,2023-07-01
로또명당 신마산점,경남 창원시 마산합포구 문화동7길 3 1층,경남,창원시,2,1073,2023-06-24
버스카드충전소,서울 서초구 신반포로 205 반포쇼핑타운 6동쇼핑앞,서울,서초구,2,1072,2023-06-17
복권천국,인천 부평구 평천로 306 양영빌딩1층,인천,부평구,2,1072,2023-06-17
돌하르방복권,제주 서귀포시 태평로353번길 9,제주,서귀포시,2,1072,2023-06-17
미금헤리츠점,경기 성남시 분당구 성남대로 151 엠코헤리츠 1층110호,경기,성남시,2,1071,2023-06-10
대박로또방,전북 장수군 장천로 170,전북,장수군,2,1070,2023-06-03
행운의집,서울 광진구 능동로19길 7,서울,광진구,2,1069,2023-05-27
천하명당복권전문점,광주 광산구 사암로216번길 10-9,광주,광산구,2,1069,2023-05-27
대박찬스,전북 군산시 칠성로 164,전북,군산시,2,1069,2023-05-27
인동상회,서울 노원구 한글비석로 396 벽산아파트상가108-116,서울,노원구,2,1068,2023-05-20
동아슈퍼,서울 노원구 노원로 522 9단지유치원104호,서울,노원구,2,1068,2023-05-20
버스가판대,경기 성남시 중원구 성남대로 1144,경기,성남시,2,1068,2023-05-20
동해복권전문점,강원 동해시 발한로 226-1,강원,동해시,2,1067,2023-05-13
로또복권맥,전남 여수시 여문1로 52,전남,여수시,2,1067,2023-05-13
굳프렌즈일산현대-24시편의점,경기 고양시 일산서구 일청로 40-1 1층,경기,고양시,2,1066,2023-05-06
복터진날,경기 안성시 진사길 31 우림아파트상가 B-03호,경기,안성시,2,1066,2023-05-06
가판100호,서울 중구 을지로 115-1,서울,중구,2,1065,2023-04-29
영웅기획,광주 남구 독립로 77,광주,남구,2,1065,2023-04-29
행운복권방,경기 수원시 영통구 반달로7번길 40 평익칼라스위트 평익칼라스위트110호,경기,수원시,2,1065,2023-04-29
한아름 복권판매점,경기 광주시 광동로 50,경기,광주시,2,1064,2023-04-22
금강산로또,강원 양구군 춘양로 2888 1층,강원,양구군,2,1064,2023-04-22
복슈퍼,"인천 계양구 계산로108번길 4,(계산동)",인천,계양구,2,1063,2023-04-15
복권방,울산 울주군 덕남로 87,울산,울주군,2,1062,2023-04-08
씨지랜드,경기 부천시 송내대로73번길 11 금강리빙스텔111,경기,부천시,2,1062,2023-04-08
1등복권방,인천 연수구 해돋이로 168 혜인프라자 104호,인천,연수구,2,1060,2023-03-25
복권방,인천 연수구 비류대로433번길 10 103호,인천,연수구,2,1060,2023-03-25
미니슈퍼,경기 의정부시 시민로 269 장령상가 1층,경기,의정부시,2,1060,2023-03-25
부자복권방,전북 전주시 완산구 서곡4길 45-4,전북,전주시,2,1060,2023-03-25
동일설비 명성복권,경북 안동시 경동로 913,경북,안동시,2,1060,2023-03-25
아리랑마트,경남 창원시 진해구 충장로 438,경남,창원시,2,1060,2023-03-25
주택복권방,경기 안양시 만안구 장내로 102-1,경기,안양시,2,1059,2023-03-18
천하명당복권방,경기 의왕시 경수대로 248 보왕빌딩,경기,의왕시,2,1058,2023-03-11
가판점,경기 군포시 군포로 541-2 인도 앞 가판대,경기,군포시,2,1057,2023-03-04
로또명당금왕점,충북 음성군 금왕읍 탑골길 55 세븐일레븐 금왕점,충북,음성군,2,1057,2023-03-04
대박복권방,충남 당진시 서해안고속도로 275 행담도휴게소 내,충남,당진시,2,1057,2023-03-04
금강식품,서울 강서구 강서로 207 영신빌딩,서울,강서구,2,1056,2023-02-25
버스표가판점,경기 안양시 동안구 흥안대로 498-2,경기,안양시,2,1056,2023-02-25
해피마트,경기 의왕시 부곡중앙로 3-2 의왕역로터리앞,경기,의왕시,2,1055,2023-02-18
복권방,서울 마포구 백범로 127,서울,마포구,2,1053,2023-02-04
대선세무경영사무소,경기 안산시 상록구 석호로 170 1층,경기,안산시,2,1051,2023-01-21
CU(구평희망점),경북 구미시 인동46길 5 cu 구평희망점,경북,구미시,2,1050,2023-01-14
천하명당로또복권,서울 서대문구 세무서길 12,서울,서대문구,2,1049,2023-01-07
초원복권 신창점,광주 광산구 신창로 76 1층,광주,광산구,2,1049,2023-01-07
광양복권나라(로터리),전남 광양시 백운로 1,전남,광양시,2,1049,2023-01-07
복권명당,경북 김천시 용암로 2,경북,김천시,2,1049,2023-01-07
동홍코사마트,제주 서귀포시 동홍서로 108,제주,서귀포시,2,1049,2023-01-07
로또 光복권,서울 구로구 개봉로23가길 37,서울,구로구,2,1048,2022-12-31
운수대통복권샵,전북 전주시 완산구 중화산로 101,전북,전주시,2,1048,2022-12-31
삼계복권전문점,경남 창원시 마산회원구 경남대로 915,경남,창원시,2,1048,2022-12-31
동덕로또방,충남 아산시 시장남길 26,충남,아산시,2,1047,2022-12-24
로또복권방,경기 수원시 장안구 경수대로 1080,경기,수원시,2,1046,2022-12-17
황금대박점,"서울 노원구 공릉로 328,(하계동)",서울,노원구,2,1044,2022-12-03
희망복권방,인천 계양구 효서로 293,인천,계양구,2,1043,2022-11-26
대박명당,울산 남구 중앙로 154,울산,남구,2,1043,2022-11-26
행운복권방,서울 도봉구 노해로63길 79 우림빌딩106,서울,도봉구,2,1042,2022-11-19
행운복권마트,서울 종로구 지봉로 58,서울,종로구,2,1042,2022-11-19
오렌지데이편의점,부산 해운대구 좌동순환로249번길 11 르네상스오피스102호,부산,해운대구,2,1042,2022-11-19
간이매점,경기 시흥시 삼미시장4길 26,경기,시흥시,2,1042,2022-11-19
꿈로또복권전문점,강원 강릉시 옥천로 47,강원,강릉시,2,1042,2022-11-19
순창복권방,"전북 순창군 순창읍 장류로 369,(남계리)",전북,순창군,2,1041,2022-11-12
온천로또방,대전 유성구 계룡로 92 유성CJ나인파크 1층 101-3호,대전,유성구,2,1040,2022-11-05
위너로또,인천 남동구 구월남로 212 동원프라자 101호,인천,남동구,2,1039,2022-10-29
고려슈퍼마켓,경기 구리시 원수택로64번길 28 상가,경기,구리시,2,1038,2022-10-22
한아름복권방(매탄점),경기 수원시 영통구 권선로 808,경기,수원시,2,1038,2022-10-22
꽃길,경기 수원시 권선구 정조로 571 1층(세류동),경기,수원시,2,1037,2022-10-15
삼정상회,경남 김해시 활천로 23 가동 109호 복권판매점,경남,김해시,2,1037,2022-10-15
명지복권방,서울 송파구 거마로 55 101호,서울,송파구,2,1036,2022-10-08
복권천국,전남 여수시 선소로 62 부영아파트상가4동1-2호,전남,여수시,2,1036,2022-10-08
경준유통,인천 중구 화랑목로100번길 65 104호,인천,중구,2,1034,2022-09-24
대박로또복권,경기 김포시 통진읍 김포대로 2449,경기,김포시,2,1033,2022-09-17
CU(제천고암점),충북 제천시 고암로 69 1층 CU편의점,충북,제천시,2,1033,2022-09-17
포시즌,경남 김해시 내외중앙로 99 복권판매점,경남,김해시,2,1033,2022-09-17
행운생활건강,인천 서구 고래울로 42,인천,서구,2,1032,2022-09-10
번개로또복권방,경기 수원시 장안구 경수대로973번길 13-4 1층 (송죽동),경기,수원시,2,1032,2022-09-10
삼산현대 로또판매,울산 남구 월평로 225,울산,남구,2,1031,2022-09-03
복권사랑,경기 가평군 청평중앙로 24 1층 CU청평중앙로점,경기,가평군,2,1030,2022-08-27
여수복권방,경기 성남시 중원구 성남대로997번길 25-9,경기,성남시,2,1030,2022-08-27
돈벼락복권,강원 태백시 번영로 356,강원,태백시,2,1030,2022-08-27
일등복권,"경북 칠곡군 동명면 금암중앙길 42,(금암리)",경북,칠곡군,2,1030,2022-08-27
통일복권방,서울 송파구 백제고분로7길 6,서울,송파구,2,1029,2022-08-20
한성슈퍼,전북 익산시 익산대로 52,전북,익산시,2,1029,2022-08-20
복권세계,서울 구로구 우마길 4,서울,구로구,2,1028,2022-08-13
노다지복권방,"서울 동대문구 한빛로 1-1,(신설동)",서울,동대문구,2,1028,2022-08-13
크로바쎄븐,서울 송파구 법원로11길 7 문정현대지식산업센터1-2 1층 128호,서울,송파구,2,1028,2022-08-13
로또명당 대박복권방,"경기 광명시 소하로 78 109호(소하동, 신성프라자)",경기,광명시,2,1028,2022-08-13
로또,"경기 구리시 갈매순환로 96 102호(갈매동,오대타워)",경기,구리시,2,1028,2022-08-13
왕대박복권,충남 논산시 연산면 계백로 1853 편의점,충남,논산시,2,1027,2022-08-06
로또명당,전남 해남군 우수영로 1,전남,해남군,2,1027,2022-08-06
자양사거리가로매점,서울 광진구 자양로 95,서울,광진구,2,1026,2022-07-30
씨스페이스 범어사역점,부산 금정구 중앙대로 2097 1층,부산,금정구,2,1026,2022-07-30
운수대통,광주 광산구 어등대로 581-1 1층 운수대통,광주,광산구,2,1026,2022-07-30
서민,경기 광주시 무들로 211,경기,광주시,2,1026,2022-07-30
OK편의점,경기 이천시 중리천로 56,경기,이천시,2,1026,2022-07-30
제일복권,부산 서구 충무대로 35-1 1층 복권방,부산,서구,2,1024,2022-07-16
협신복권방,경기 여주시 도예로 28 CU편의점내,경기,여주시,2,1023,2022-07-09
규암복권판매점,충남 부여군 자온로 61,충남,부여군,2,1022,2022-07-02
씨유 목포세진점,전남 목포시 해안로249번길 17 CU편의점,전남,목포시,2,1022,2022-07-02
대만상사,서울 성북구 보국문로11길 30,서울,성북구,2,1021,2022-06-25
유연마트,대전 동구 계족로 88,대전,동구,2,1021,2022-06-25
진플러스안경,대전 중구 대종로 301-1,대전,중구,2,1020,2022-06-18
플러스로또,"대구 달서구 월곡로45길 56,(상인동)",대구,달서구,2,1019,2022-06-11
스마일,경남 양산시 북안남4길 2 복권판매점,경남,양산시,2,1019,2022-06-11
범어로또판매점,경남 양산시 목화로 52 좌측 복권판매점,경남,양산시,2,1019,2022-06-11
베네시티앞가판,서울 강동구 올림픽로 664 대우베네시티cafe7gram앞,서울,강동구,2,1017,2022-05-28
SK 복권방,인천 미추홀구 용정공원로 33 인천SKSkyVIEW 상가 A-2동 1층 104호,인천,미추홀구,2,1017,2022-05-28
희망복권방,"부산 동래구 명장로20번길 26,(명장동)",부산,동래구,2,1016,2022-05-21
복권명당(영남점),"대구 달서구 월배로 122,(진천동)",대구,달서구,2,1015,2022-05-14
큐마트학동점로또,전남 여수시 학동서5길 2 큐마트내,전남,여수시,2,1015,2022-05-14
로또복권방,충남 천안시 서북구 쌍용대로 190 상가3호,충남,천안시,2,1014,2022-05-07
드림마트,경남 김해시 인제로170번길 15-6 씨스페이스편의점 내,경남,김해시,2,1014,2022-05-07
장원로또,경기 수원시 영통구 중부대로246번길 10 1층 3호,경기,수원시,2,1013,2022-04-30
명당슈퍼,경기 수원시 영통구 중부대로 285 김환규산부인과,경기,수원시,2,1012,2022-04-23
차암일등로또,충남 천안시 서북구 밤개울1길 1-5,충남,천안시,2,1012,2022-04-23
오뚜기로또,경기 안산시 단원구 원초로 30 보성프라자 143호,경기,안산시,2,1011,2022-04-16
동홍코사마트,제주 서귀포시 동홍북로 10 동홍코사마트 동홍코사마트내,제주,서귀포시,2,1011,2022-04-16
복권 판매점,경기 구리시 안골로 103,경기,구리시,2,1010,2022-04-09
삼각R복권방,대구 남구 현충로 221 솔내음발연구소 내,대구,남구,2,1008,2022-03-26
로또나라,부산 북구 팽나무로 1,부산,북구,2,1007,2022-03-19
거진터미널로또복권판매점,강원 고성군 거진읍 거진길 21-2 거진터미널,강원,고성군,2,1007,2022-03-19
남문시장,경기 수원시 팔달구 수원천로255번길 6 영동시장 영동시장 101호,경기,수원시,2,1005,2022-03-05
만복래,인천 부평구 주부토로 20-2 1층,인천,부평구,2,1004,2022-02-26
잉크와복권,"경기 광명시 시청로 69,(철산동)",경기,광명시,2,1004,2022-02-26
천복권방,대전 대덕구 한밭대로1043번길 2,대전,대덕구,2,1003,2022-02-19
오이도직판장마트,경기 시흥시 오이도로 167 오이도이주단지B,경기,시흥시,2,1003,2022-02-19
로또복권판매,제주 서귀포시 표선동서로 230,제주,서귀포시,2,1003,2022-02-19
투데이,서울 동대문구 천호대로 67 1층,서울,동대문구,2,1002,2022-02-12
복권방,인천 남동구 백범로 123 cu편의점,인천,남동구,2,1002,2022-02-12
행운복권,서울 강북구 솔샘로 212 신영빌딩 1층,서울,강북구,2,1001,2022-02-05
복권명당(동아스포츠점),대구 수성구 지범로 91 1층,대구,수성구,2,1001,2022-02-05
복권방,경기 안양시 동안구 부림로 194,경기,안양시,2,1000,2022-01-29
노다지복권방,부산 해운대구 신반송로 179,부산,해운대구,2,999,2022-01-22
복권닷컴,경기 성남시 수정구 탄리로 79,경기,성남시,2,999,2022-01-22
행운복권방,서울 서대문구 북아현로 34-3,서울,서대문구,2,998,2022-01-15
복드림,서울 영등포구 양평로 117,서울,영등포구,2,998,2022-01-15
서원탑훼미리,부산 동구 수정공원로 55 4동 1층 101호,부산,동구,2,997,2022-01-08
복권광장,인천 부평구 백범로 500 1층(십정동),인천,부평구,2,997,2022-01-08
모닝마트(학성점),울산 중구 학성로 189,울산,중구,2,997,2022-01-08
로또복권판매점,경기 평택시 서정로 237,경기,평택시,2,997,2022-01-08
노다지복권방,대전 서구 조달청길 62,대전,서구,2,996,2022-01-01
예인기획,경기 화성시 3.1만세로 1127,경기,화성시,2,996,2022-01-01
코사할인마트,경남 거제시 연초면 거제북로 46,경남,거제시,2,996,2022-01-01
영약국,충남 금산군 인삼로 104,충남,금산군,2,995,2021-12-25
드림통신(구)굿타임24아산석정점,충남 아산시 충무로 230,충남,아산시,2,994,2021-12-18
GS25(양산혜인점),경남 양산시 웅상대로 955,경남,양산시,2,994,2021-12-18
CU(통영북신에이스점),경남 통영시 무전8길 14-12,경남,통영시,2,992,2021-12-04
금손로또판매점,충남 당진시 서해로 5760 에이동 1층 101호,충남,당진시,2,991,2021-11-27
복권방,대구 달서구 성지로 66,대구,달서구,2,990,2021-11-20
빛가람나눔슈퍼,전남 나주시 호수로 74 103호,전남,나주시,2,990,2021-11-20
로또복권판매,서울 강북구 솔샘로67길 71,서울,강북구,2,988,2021-11-06
맑은샘,광주 동구 중앙로 161-1 NC웨이브 정문앞 가판,광주,동구,2,988,2021-11-06
매탄동슈퍼,경기 수원시 영통구 매봉로49번길 51,경기,수원시,2,987,2021-10-30
신라슈퍼,"경북 포항시 남구 동해면 일월로 112,(약전리)",경북,포항시,2,984,2021-10-09
명지나눔로또,경기 용인시 처인구 명지로 41 에이치탑용인빌딩5 제지1층 제비111호,경기,용인시,2,983,2021-10-02
행운복권,경기 의정부시 평화로 359 회룡한주아파트 상가동 110호,경기,의정부시,2,983,2021-10-02
장산복권방,부산 해운대구 해운대로81번길 8 야후공인중개사 사무소내,부산,해운대구,2,981,2021-09-18
복권나라,인천 미추홀구 토금북로 47,인천,미추홀구,2,981,2021-09-18
로또판매점,인천 부평구 안남로 279,인천,부평구,2,981,2021-09-18
세븐일레븐,서울 양천구 중앙로36길 15 목동힐스테이트 104호,서울,양천구,2,980,2021-09-11
복권천국,부산 남구 못골로 48-2,부산,남구,2,979,2021-09-04
GS25(시화세종점),경기 시흥시 정왕대로 56 세종월드빌딩114 115,경기,시흥시,2,978,2021-08-28
동명로또,부산 사상구 사상로 90,부산,사상구,2,977,2021-08-21
행운드림복권,경기 김포시 초당로16번길 77 1층 106호,경기,김포시,2,977,2021-08-21
영신슈퍼,충북 청주시 서원구 청남로 2119-1,충북,청주시,2,977,2021-08-21
천하명당복권,"대구 북구 동북로 152,(산격동)",대구,북구,2,976,2021-08-14
행운복권,경기 수원시 권선구 권선로 774-1,경기,수원시,2,975,2021-08-07
행운의사랑방,서울 영등포구 도림로 465,서울,영등포구,2,974,2021-07-31
로또정량점,경남 통영시 통영해안로 395,경남,통영시,2,973,2021-07-24
CU(군포덕산점),경기 군포시 고산로250번길 32 덕산아파트 덕산아파트상가 1층,경기,군포시,2,972,2021-07-17
드림로또,전북 전주시 덕진구 소리로 198,전북,전주시,2,972,2021-07-17
대박복권방,서울 성북구 돌곶이로 60,서울,성북구,2,971,2021-07-10
행운열차복권방,부산 사하구 옥천로 15-1,부산,사하구,2,970,2021-07-03
복권천국,인천 남동구 석산로 120,인천,남동구,2,970,2021-07-03
로또슈퍼,광주 서구 상일로 37 모아제일아파트상가1층102호,광주,서구,2,970,2021-07-03
로또나라,경기 파주시 자유로 2212,경기,파주시,2,970,2021-07-03
주택복권사랑방,서울 관악구 난곡로 363-1,서울,관악구,2,969,2021-06-26
뮤직마트,서울 서초구 강남대로 212,서울,서초구,2,969,2021-06-26
팬시겔러리,서울 서대문구 통일로 153-1,서울,서대문구,2,968,2021-06-19
터서점,부산 동래구 아시아드대로 227,부산,동래구,2,966,2021-06-05
행복이가득한집,부산 영도구 동삼로 89 1층 복권방,부산,영도구,2,965,2021-05-29
대박종합복권가로판매점,"서울 서대문구 신촌로 75,(창천동)",서울,서대문구,2,964,2021-05-22
GS25 뉴강서역점,부산 강서구 대저로 275 1층,부산,강서구,2,964,2021-05-22
성명전력,경기 동두천시 큰시장로 43,경기,동두천시,2,964,2021-05-22
금성24시편의점,경기 양주시 화합로 1355,경기,양주시,2,963,2021-05-15
부자되세요복권방,경기 평택시 진위서로 3,경기,평택시,2,963,2021-05-15
정관장홍삼부안점,전북 부안군 부안읍 석정로 197,전북,부안군,2,961,2021-05-01
안계 나눔로또,경북 의성군 안계시장길 43,경북,의성군,2,960,2021-04-24
블루진 로또점,경남 거제시 거제중앙로19길 8 102호,경남,거제시,2,960,2021-04-24
복권나라,대전 대덕구 신탄진동로 1,대전,대덕구,2,959,2021-04-17
나우리고현점,경남 거제시 거제중앙로 1904,경남,거제시,2,959,2021-04-17
양광마트,서울 은평구 응암로 173-1,서울,은평구,2,958,2021-04-10
승차권판매소(북비산점),대구 서구 달서로 201,대구,서구,2,957,2021-04-03
대박찬스로또복권방,경북 의성군 문소3길 95-1,경북,의성군,2,956,2021-03-27
로또카페,서울 강서구 강서로74길 3 1층 6호,서울,강서구,2,955,2021-03-20
잠실나루역2번출구,서울 송파구 올림픽로37길 109 잠실나루역 2번출구,서울,송파구,2,955,2021-03-20
동수슈퍼문구복권,인천 부평구 동수로 101,인천,부평구,2,955,2021-03-20
로또기업,대전 동구 동서대로 1684 복합터미널 건너편,대전,동구,2,955,2021-03-20
죽림프라자,경남 통영시 신죽1길 90 죽림프라자 1층 105호 CU편의점,경남,통영시,2,955,2021-03-20
삼성포토랜드,인천 강화군 강화읍 북문길 6,인천,강화군,2,953,2021-03-06
대박마트,인천 남동구 호구포로 219 세중프라자1층101-2호,인천,남동구,2,953,2021-03-06
해든복권나라,경기 부천시 소향로 239 대야하이빌투 106호,경기,부천시,2,953,2021-03-06
하이로또복권방,"경기 안양시 동안구 흥안대로 450,(평촌동)",경기,안양시,2,952,2021-02-27
금능마트,충북 충주시 후곡길 19 금능마트,충북,충주시,2,951,2021-02-20
왕대박로또,경기 이천시 덕평로 917 CU이천덕평,경기,이천시,2,950,2021-02-13
주택복권2호점,경북 구미시 금오시장로 13 114호,경북,구미시,2,950,2021-02-13
내복권방,서울 노원구 노원로1나길 5 1층,서울,노원구,2,946,2021-01-16
Letsgo복권방,전북 전주시 완산구 평화로 190,전북,전주시,2,946,2021-01-16
동원마트,서울 강동구 풍성로 209,서울,강동구,2,945,2021-01-09
서교동가판점,서울 마포구 양화로 115,서울,마포구,2,944,2021-01-02
로또수락산점,서울 노원구 동일로 1689 대덕하이베라스101호,서울,노원구,2,943,2020-12-26
천하명당관악점,서울 관악구 보라매로2길 11,서울,관악구,2,941,2020-12-12
럭키,부산 북구 시랑로 138,부산,북구,2,941,2020-12-12
대박복권방,경기 안산시 단원구 신길중앙로1길 40 101호,경기,안산시,2,941,2020-12-12
아트슈퍼,부산 부산진구 가야대로 490,부산,부산진구,2,940,2020-12-05
로또복권방,경기 안양시 만안구 경수대로 1265 103호,경기,안양시,2,940,2020-12-05
로또왕대박,경기 화성시 와우안길 46 1층,경기,화성시,2,940,2020-12-05
축복큰대운집,경기 파주시 중앙로 324 1층,경기,파주시,2,939,2020-11-28
영일식품,서울 영등포구 당산로32길 10,서울,영등포구,2,937,2020-11-14
행운마트,서울 노원구 중계로 96,서울,노원구,2,935,2020-10-31
행운복권,경기 성남시 중원구 시민로 121 (성남동),경기,성남시,2,935,2020-10-31
운수대통복권방,전북 익산시 무왕로23길 3,전북,익산시,2,934,2020-10-24
행운복권,서울 노원구 동일로 992 1층,서울,노원구,2,931,2020-10-03
하나로슈퍼복권방,"경기 성남시 분당구 정자로 78 104호 (정자동, 영동프라자)",경기,성남시,2,930,2020-09-26
대동복권방,경남 김해시 월산로 112-57 월산마을5단지두산위브아파트상가 이마트편의점 좌측 복권판매점,경남,김해시,2,929,2020-09-19
씨유(거창대동점),경남 거창군 거창대로 93,경남,거창군,2,926,2020-08-29
성자점빵,제주 제주시 남광로 5 1층,제주,제주시,2,926,2020-08-29
GS25(청담중앙점),서울 강남구 청담동 21-9,서울,강남구,2,925,2020-08-22
백석상회,경기 양주시 백석읍 양주산성로 550,경기,양주시,2,925,2020-08-22
평택21세기편의점,경기 평택시 중앙로 284 1층 21세기편의점,경기,평택시,2,925,2020-08-22
이마트24 광안리굿-7,부산 수영구 광안로 49,부산,수영구,2,924,2020-08-15
대박찬스,"서울 강북구 솔매로 105-1,(미아동)",서울,강북구,2,921,2020-07-25
그린편의점,광주 서구 매월2로 53 광주산업용재유통센터 23동 103호,광주,서구,2,921,2020-07-25
행복 복권판매점,경남 양산시 반회서6길 9 7호,경남,양산시,2,920,2020-07-18
복권방,서울 구로구 구로동 409-80번지 1층,서울,구로구,2,918,2020-07-04
배임,서울 용산구 보광로 19 1층,서울,용산구,2,918,2020-07-04
스파편의점,부산 사상구 가야대로 288 창조상가106호,부산,사상구,2,918,2020-07-04
복권명당,충남 아산시 음봉로 582,충남,아산시,2,918,2020-07-04
강북구교통카드판매대,서울 강북구 솔샘로 260 가판,서울,강북구,2,917,2020-06-27
활력,충남 서산시 고운로 202,충남,서산시,2,917,2020-06-27
나눔로또,세종 장군면 도계리 154-1 CU편의점,세종,세종시,2,916,2020-06-20
고속로또,전남 목포시 영산로 95-2 약국 내,전남,목포시,2,916,2020-06-20
행운복권,세종 조치원읍 죽림리 234-5,세종,세종시,2,915,2020-06-13
공주복권방,충남 공주시 웅진로 210-2,충남,공주시,2,915,2020-06-13
복권판매점,충남 서산시 고운로 164 미림화랑 옆 1층 상가,충남,서산시,2,914,2020-06-06
왔다복권,충남 천안시 서북구 서부16길 9,충남,천안시,2,913,2020-05-30
행복세상,대전 대덕구 중리로 52,대전,대덕구,2,912,2020-05-23
노다지복권방,"경기 광명시 범안로 1043 (하안동, 원촌빌딩 1층)",경기,광명시,2,912,2020-05-23
복권가판,강원 춘천시 시청길 32 1층 이마트 24,강원,춘천시,2,912,2020-05-23
동문그린복권방,경기 파주시 조리읍 대원리 221-8 동문상가 CU,경기,파주시,2,911,2020-05-16
웅진,경기 수원시 팔달구 효원로 257 홈플러스동수원점 4층(홈플러스 동수원점),경기,수원시,2,910,2020-05-09
혹시나도,충북 음성군 감곡면 왕장리 521-9번지 복권방,충북,음성군,2,910,2020-05-09
GS25(건대제일점),서울 광진구 화양동 49-1번지,서울,광진구,2,909,2020-05-02
제일복권,강원 춘천시 중앙로 45 스탠다드차타드은행앞 가판,강원,춘천시,2,909,2020-05-02
다인로또,부산 기장군 정관로 830,부산,기장군,2,908,2020-04-25
행복편의점,서울 구로구 구로중앙로 14,서울,구로구,2,907,2020-04-18
로또명당,"경남 창원시 마산합포구 문화동13길 17,(창포동3가)",경남,창원시,2,906,2020-04-11
교통카드충전소,서울 금천구 시흥대로 398,서울,금천구,2,904,2020-03-28
황금돼지복권방,부산 연제구 중앙대로 1204,부산,연제구,2,904,2020-03-28
인덕원복권방,경기 안양시 동안구 흥안대로 523,경기,안양시,2,903,2020-03-21
대박마트,충북 청주시 상당구 원봉로 50 주공상가점포103,충북,청주시,2,903,2020-03-21
GS25(천안성지점),충남 천안시 동남구 일봉로 12-4,충남,천안시,2,903,2020-03-21
복권,서울 중랑구 망우로30길 8 105호,서울,중랑구,2,901,2020-03-07
로또복권판매소,서울 마포구 마포대로 44 진도빌딩앞,서울,마포구,2,900,2020-02-29
행운로또복권판매점,서울 구로구 고척로 123-2,서울,구로구,2,898,2020-02-15
로또복권,"경북 군위군 군위읍 중앙길 32,(서부리)",경북,군위군,2,895,2020-01-25
하영,인천 서구 청라에메랄드로 65 서해그랑블 아파트 상가 102호,인천,서구,2,894,2020-01-18
육사구(6/49)복권방,경기 용인시 처인구 한터로 132,경기,용인시,2,894,2020-01-18
로또온천장점,부산 동래구 중앙대로 1520 북쪽출구 빵집,부산,동래구,2,893,2020-01-11
가두판매점,경기 안양시 만안구 안양로 330-1,경기,안양시,2,892,2020-01-04
로또명당목련,제주 제주시 삼무로 77,제주,제주시,2,892,2020-01-04
충무로또45국도점,충남 아산시 충무로 647,충남,아산시,2,891,2019-12-28
GS25(대구교대점),대구 남구 대명동(대명2동) 2007-6 GS25 대구교대점,대구,남구,2,890,2019-12-21
흥부네박터졌네,인천 계양구 계산로111번길 8,인천,계양구,2,889,2019-12-14
행운복권방,경기 성남시 분당구 구미동 185-1번지 비즈파이코리아103호,경기,성남시,2,889,2019-12-14
천하명당,"경기 안양시 동안구 부림로 121 동아프라자아케이드 제125,제126",경기,안양시,2,887,2019-11-30
셀피아,울산 북구 명촌7길 43 복권판매점,울산,북구,2,886,2019-11-23
황금대박방,경기 고양시 덕양구 삼송동 30-29번지,경기,고양시,2,885,2019-11-16
도깨비 복권 전문점,충북 증평군 광장로 119,충북,증평군,2,885,2019-11-16
드래곤복권,경기 용인시 기흥구 중부대로 814,경기,용인시,2,884,2019-11-09
